dv,term,estimate,std.error,statistic,p.value
log_vol_2per,Item_1.01,0.000117526,1.16E-05,10.14544601,5.29E-24
log_vol_2per,Item_1.02,2.96E-05,1.59E-05,1.856907421,0.063370586
log_vol_2per,Item_1.03,0.000801628,0.000313473,2.557248869,0.010573398
log_vol_2per,Item_1.04,-7.43E-05,8.58E-05,-0.866464608,0.386268154
log_vol_2per,Item_1.05,6.00E-05,9.65E-05,0.621893183,0.534034428
log_vol_2per,Item_2.01,-6.79E-06,1.45E-05,-0.468558576,0.639401271
log_vol_2per,Item_2.02,0.000197224,1.49E-05,13.22910352,1.97E-39
log_vol_2per,Item_2.03,-0.000179617,1.09E-05,-16.53868201,3.45E-60
log_vol_2per,Item_2.04,-5.99E-06,5.81E-05,-0.103023477,0.917947591
log_vol_2per,Item_2.05,0.000236114,3.61E-05,6.533859024,6.91E-11
log_vol_2per,Item_2.06,-5.34E-05,5.67E-05,-0.942314668,0.346067397
log_vol_2per,Item_3.01,8.04E-05,2.31E-05,3.472527347,0.000519018
log_vol_2per,Item_3.02,0.000139324,1.91E-05,7.284426422,3.62E-13
log_vol_2per,Item_3.03,-6.78E-05,2.00E-05,-3.392355414,0.000697177
log_vol_2per,Item_4.01,-9.51E-05,2.06E-05,-4.604133079,4.22E-06
log_vol_2per,Item_4.02,-5.68E-06,3.80E-05,-0.149542623,0.881130227
log_vol_2per,Item_5.01,0.000112503,5.23E-05,2.152987333,0.031357209
log_vol_2per,Item_5.02,-4.82E-05,6.55E-06,-7.362906071,2.03E-13
log_vol_2per,Item_5.03,-3.25E-05,1.19E-05,-2.720918599,0.006527812
log_vol_2per,Item_5.04,-5.74E-05,3.74E-05,-1.536711842,0.124413697
log_vol_2per,Item_5.05,-2.91E-05,3.76E-05,-0.772975753,0.439565493
log_vol_2per,Item_5.06,-2.84E-05,9.96E-05,-0.285363707,0.775374814
log_vol_2per,Item_5.07,-5.02E-05,4.86E-06,-10.32234473,8.76E-25
log_vol_2per,Item_5.08,-0.000144122,3.66E-05,-3.939644669,8.25E-05
log_vol_2per,Item_7.01,5.53E-05,1.08E-05,5.11841654,3.17E-07
log_vol_2per,Item_8.01,0.000122496,1.00E-05,12.24711338,4.21E-34
log_vol_2per,Item_9.01,5.69E-05,1.41E-05,4.029716796,5.65E-05
log_vol_4per,Item_1.01,0.000271346,2.21E-05,12.26673394,3.32E-34
log_vol_4per,Item_1.02,9.88E-05,3.13E-05,3.156180719,0.00160597
log_vol_4per,Item_1.03,0.002311497,0.000677699,3.410800609,0.000651761
log_vol_4per,Item_1.04,-0.000265542,0.000167107,-1.589054245,0.112097915
log_vol_4per,Item_1.05,-1.47E-05,0.000170536,-0.086443068,0.931116936
log_vol_4per,Item_2.01,-5.40E-05,2.75E-05,-1.966790936,0.049250784
log_vol_4per,Item_2.02,0.000416633,2.75E-05,15.1645972,4.71E-51
log_vol_4per,Item_2.03,-0.000421421,2.10E-05,-20.08309021,4.98E-87
log_vol_4per,Item_2.04,3.14E-05,0.00011959,0.262276722,0.793116612
log_vol_4per,Item_2.05,0.000569689,7.14E-05,7.977242249,1.76E-15
log_vol_4per,Item_2.06,-2.22E-05,0.000118557,-0.186971027,0.85168932
log_vol_4per,Item_3.01,0.000139979,4.53E-05,3.087977041,0.002023934
log_vol_4per,Item_3.02,0.00028562,3.71E-05,7.691529601,1.67E-14
log_vol_4per,Item_3.03,-6.56E-05,4.18E-05,-1.568709656,0.116765418
log_vol_4per,Item_4.01,-0.000169614,3.93E-05,-4.314644082,1.62E-05
log_vol_4per,Item_4.02,-1.14E-05,7.27E-05,-0.157168944,0.875116698
log_vol_4per,Item_5.01,0.00023705,0.000105936,2.237669243,0.025277165
log_vol_4per,Item_5.02,-9.78E-05,1.23E-05,-7.946776255,2.25E-15
log_vol_4per,Item_5.03,-6.03E-05,2.28E-05,-2.639969986,0.008311606
log_vol_4per,Item_5.04,-0.000121756,6.50E-05,-1.873109927,0.061099096
log_vol_4per,Item_5.05,1.51E-05,7.72E-05,0.195448109,0.845048409
log_vol_4per,Item_5.06,-0.000117208,0.000188135,-0.622996551,0.533309154
log_vol_4per,Item_5.07,-0.000114334,8.88E-06,-12.87139277,1.91E-37
log_vol_4per,Item_5.08,-0.000269966,6.45E-05,-4.185848048,2.88E-05
log_vol_4per,Item_7.01,0.000163414,2.13E-05,7.689042315,1.71E-14
log_vol_4per,Item_8.01,0.000288892,2.03E-05,14.24390003,2.43E-45
log_vol_4per,Item_9.01,0.000121378,2.69E-05,4.511096003,6.57E-06
log_vol_33per,Item_1.01,0.003401641,0.000127126,26.75811797,1.51E-149
log_vol_33per,Item_1.02,0.0013758,0.000223089,6.167055622,7.39E-10
log_vol_33per,Item_1.03,0.023066775,0.004229255,5.454098716,5.11E-08
log_vol_33per,Item_1.04,-0.000168179,0.000864873,-0.194455095,0.845825775
log_vol_33per,Item_1.05,-0.000586616,0.002141862,-0.273881406,0.784184671
log_vol_33per,Item_2.01,-0.000350348,0.000181325,-1.932154271,0.053384904
log_vol_33per,Item_2.02,0.008106374,0.000167788,48.31305437,0
log_vol_33per,Item_2.03,-0.003601761,0.000136666,-26.35454353,2.37E-145
log_vol_33per,Item_2.04,0.001725736,0.000889538,1.940036849,0.052419437
log_vol_33per,Item_2.05,0.006162708,0.000463874,13.28531951,9.52E-40
log_vol_33per,Item_2.06,-0.000466796,0.000706275,-0.660926363,0.508683519
log_vol_33per,Item_3.01,0.00166059,0.000321676,5.162302836,2.51E-07
log_vol_33per,Item_3.02,0.003516874,0.000261659,13.44068746,1.25E-40
log_vol_33per,Item_3.03,-0.000111746,0.000292556,-0.38196559,0.702499672
log_vol_33per,Item_4.01,-0.00045853,0.00028748,-1.594999397,0.110762144
log_vol_33per,Item_4.02,0.002436211,0.000717102,3.397301747,0.000684719
log_vol_33per,Item_5.01,0.005138644,0.000944042,5.443237728,5.43E-08
log_vol_33per,Item_5.02,0.000300708,6.79E-05,4.427975822,9.67E-06
log_vol_33per,Item_5.03,0.000256367,0.000153882,1.665993958,0.095763949
log_vol_33per,Item_5.04,-0.000525237,0.000469664,-1.118324723,0.263470643
log_vol_33per,Item_5.05,0.001583363,0.000615364,2.573053284,0.010103068
log_vol_33per,Item_5.06,-0.002206732,0.001688319,-1.307058666,0.191240124
log_vol_33per,Item_5.07,-0.000342204,5.22E-05,-6.558810968,5.85E-11
log_vol_33per,Item_5.08,-0.001340317,0.000620199,-2.16110737,0.030724317
log_vol_33per,Item_7.01,0.001403945,0.000135308,10.37591403,5.05E-25
log_vol_33per,Item_8.01,0.00277034,0.000126411,21.91528122,1.10E-102
log_vol_33per,Item_9.01,0.001112513,0.000132157,8.418101787,4.68E-17
log_vol_66per,Item_1.01,0.0058436,0.000227178,25.72250737,6.96E-139
log_vol_66per,Item_1.02,0.002378017,0.000405856,5.859261935,4.88E-09
log_vol_66per,Item_1.03,0.040566182,0.008339601,4.864283248,1.18E-06
log_vol_66per,Item_1.04,2.07E-06,0.001478897,0.001400501,0.998882606
log_vol_66per,Item_1.05,-0.001517575,0.003119482,-0.486483088,0.626641487
log_vol_66per,Item_2.01,-0.000401815,0.000323236,-1.24310017,0.213876834
log_vol_66per,Item_2.02,0.011384317,0.000277772,40.98432276,0
log_vol_66per,Item_2.03,-0.005960973,0.000243523,-24.47805534,1.59E-126
log_vol_66per,Item_2.04,0.003168876,0.001648566,1.922202036,0.054625046
log_vol_66per,Item_2.05,0.01022265,0.000819938,12.4675892,2.90E-35
log_vol_66per,Item_2.06,-0.001220014,0.00124123,-0.982906746,0.325690797
log_vol_66per,Item_3.01,0.002563133,0.00058947,4.348202345,1.39E-05
log_vol_66per,Item_3.02,0.006239601,0.000471625,13.2299958,1.95E-39
log_vol_66per,Item_3.03,0.000132557,0.000536244,0.247195893,0.804764618
log_vol_66per,Item_4.01,-0.000584409,0.000536963,-1.088358942,0.276477997
log_vol_66per,Item_4.02,0.004557359,0.001287385,3.540012814,0.000402974
log_vol_66per,Item_5.01,0.011079097,0.001748875,6.334984859,2.54E-10
log_vol_66per,Item_5.02,0.000466002,0.000122798,3.794879768,0.00014909
log_vol_66per,Item_5.03,0.000944203,0.000286812,3.292066145,0.000999979
log_vol_66per,Item_5.04,-0.000553967,0.000945665,-0.585795744,0.558033609
log_vol_66per,Item_5.05,0.003003958,0.001096227,2.740269126,0.006156054
log_vol_66per,Item_5.06,-0.004768469,0.003083376,-1.546508736,0.1220316
log_vol_66per,Item_5.07,-0.000452231,9.45E-05,-4.785165513,1.75E-06
log_vol_66per,Item_5.08,-0.00201886,0.001156397,-1.745819234,0.080890744
log_vol_66per,Item_7.01,0.00235675,0.000225632,10.44509488,2.47E-25
log_vol_66per,Item_8.01,0.004788655,0.000221283,21.64040726,2.92E-100
log_vol_66per,Item_9.01,0.00158987,0.000245172,6.4847063,9.56E-11
abs_ret_2_per,Item_1.01,0.001168967,7.42E-05,15.75594727,6.78E-55
abs_ret_2_per,Item_1.02,0.000987467,0.000152843,6.46067088,1.12E-10
abs_ret_2_per,Item_1.03,0.00862914,0.002806458,3.0747439,0.00211578
abs_ret_2_per,Item_1.04,0.000561132,0.000759891,0.73843733,0.460276019
abs_ret_2_per,Item_1.05,0.003851094,0.00308573,1.24803355,0.212064774
abs_ret_2_per,Item_2.01,-0.000384358,0.00013039,-2.947752813,0.003212579
abs_ret_2_per,Item_2.02,0.007443451,0.000113166,65.77451064,0
abs_ret_2_per,Item_2.03,-0.001636065,8.49E-05,-19.26176844,2.13E-80
abs_ret_2_per,Item_2.04,0.000524362,0.000523279,1.002069737,0.316348084
abs_ret_2_per,Item_2.05,0.003799518,0.000311428,12.20032244,7.39E-34
abs_ret_2_per,Item_2.06,0.000277188,0.000519352,0.533720224,0.59355379
abs_ret_2_per,Item_3.01,0.001806358,0.000251003,7.196567371,6.89E-13
abs_ret_2_per,Item_3.02,0.001263843,0.000146394,8.63317613,7.46E-18
abs_ret_2_per,Item_3.03,-0.000340939,0.000190571,-1.789040277,0.073655961
abs_ret_2_per,Item_4.01,-0.000455726,0.000221701,-2.055586638,0.039863164
abs_ret_2_per,Item_4.02,0.002720481,0.000580946,4.682850185,2.89E-06
abs_ret_2_per,Item_5.01,0.000636966,0.00048328,1.318006012,0.187549163
abs_ret_2_per,Item_5.02,4.78E-05,4.38E-05,1.092617887,0.274603042
abs_ret_2_per,Item_5.03,-0.000196232,9.35E-05,-2.098826972,0.035871534
abs_ret_2_per,Item_5.04,0.000240171,0.000485356,0.494833383,0.620734853
abs_ret_2_per,Item_5.05,-0.000488516,0.000388811,-1.256436172,0.209004078
abs_ret_2_per,Item_5.06,0.002560025,0.001021219,2.506833065,0.0122066
abs_ret_2_per,Item_5.07,-0.000235769,4.52E-05,-5.217959066,1.87E-07
abs_ret_2_per,Item_5.08,-0.000791767,0.000473131,-1.673463877,0.09428525
abs_ret_2_per,Item_7.01,0.00079794,8.98E-05,8.88915995,7.91E-19
abs_ret_2_per,Item_8.01,0.001287704,7.51E-05,17.13679342,2.17E-64
abs_ret_2_per,Item_9.01,0.000945177,6.59E-05,14.33221958,7.11E-46
abs_ret_4_per,Item_1.01,0.00141274,9.21E-05,15.33749154,3.66E-52
abs_ret_4_per,Item_1.02,0.001014659,0.000190736,5.319703381,1.07E-07
abs_ret_4_per,Item_1.03,0.010819274,0.003325153,3.25376761,0.001144811
abs_ret_4_per,Item_1.04,-3.54E-05,0.000640428,-0.055242253,0.955947204
abs_ret_4_per,Item_1.05,0.005132139,0.00338317,1.516961338,0.129326209
abs_ret_4_per,Item_2.01,-0.000679632,0.000165309,-4.111280232,3.98E-05
abs_ret_4_per,Item_2.02,0.009894924,0.000140761,70.29592089,0
abs_ret_4_per,Item_2.03,-0.001841638,0.000107935,-17.06243058,7.36E-64
abs_ret_4_per,Item_2.04,0.00022481,0.000646993,0.347469621,0.72825005
abs_ret_4_per,Item_2.05,0.004867826,0.000400236,12.16238674,1.16E-33
abs_ret_4_per,Item_2.06,-0.000190246,0.000651147,-0.292170008,0.770166183
abs_ret_4_per,Item_3.01,0.002129237,0.000313254,6.797152114,1.16E-11
abs_ret_4_per,Item_3.02,0.001689435,0.000182566,9.253847527,2.90E-20
abs_ret_4_per,Item_3.03,-1.75E-05,0.000243991,-0.071775561,0.942782782
abs_ret_4_per,Item_4.01,-0.000910128,0.00027063,-3.362998161,0.000775568
abs_ret_4_per,Item_4.02,0.003899879,0.00071888,5.424934279,6.01E-08
abs_ret_4_per,Item_5.01,0.001122668,0.000607665,1.847511418,0.064719522
abs_ret_4_per,Item_5.02,0.000102226,5.51E-05,1.856794299,0.063386687
abs_ret_4_per,Item_5.03,-0.000348252,0.000117161,-2.972413071,0.002965774
abs_ret_4_per,Item_5.04,-2.91E-05,0.000530324,-0.05481606,0.95628673
abs_ret_4_per,Item_5.05,-0.000602965,0.000462236,-1.304451379,0.192126988
abs_ret_4_per,Item_5.06,0.002000605,0.001275226,1.568823855,0.116738798
abs_ret_4_per,Item_5.07,-0.000323372,5.52E-05,-5.855579922,4.99E-09
abs_ret_4_per,Item_5.08,-0.001881651,0.00055228,-3.407060342,0.000660741
abs_ret_4_per,Item_7.01,0.001005285,0.000109155,9.209742025,4.36E-20
abs_ret_4_per,Item_8.01,0.001498929,9.03E-05,16.5947026,1.41E-60
abs_ret_4_per,Item_9.01,0.001255927,8.27E-05,15.19520517,3.00E-51
abs_ret_33_per,Item_1.01,0.002996399,0.000185101,16.18793572,8.70E-58
abs_ret_33_per,Item_1.02,0.001801324,0.000379119,4.751346389,2.07E-06
abs_ret_33_per,Item_1.03,0.028983245,0.005409349,5.357991321,8.71E-08
abs_ret_33_per,Item_1.04,-0.000351605,0.001513813,-0.232264706,0.816339909
abs_ret_33_per,Item_1.05,-0.005127609,0.00474052,-1.081655375,0.27944677
abs_ret_33_per,Item_2.01,-0.000421269,0.000341801,-1.232495983,0.217809504
abs_ret_33_per,Item_2.02,0.019840438,0.000236459,83.90629168,0
abs_ret_33_per,Item_2.03,-0.003633542,0.000217376,-16.71547761,2.05E-61
abs_ret_33_per,Item_2.04,0.002503147,0.001523083,1.643473701,0.100334477
abs_ret_33_per,Item_2.05,0.00918988,0.000745171,12.33258096,1.50E-34
abs_ret_33_per,Item_2.06,8.47E-05,0.001212361,0.06986757,0.944301266
abs_ret_33_per,Item_3.01,0.005537317,0.000596496,9.283074607,2.21E-20
abs_ret_33_per,Item_3.02,0.003919638,0.000368075,10.64903025,2.93E-26
abs_ret_33_per,Item_3.03,0.000983658,0.000524867,1.874109522,0.060961219
abs_ret_33_per,Item_4.01,-0.000254644,0.000568326,-0.448059171,0.654125782
abs_ret_33_per,Item_4.02,0.006040221,0.001449944,4.16583022,3.14E-05
abs_ret_33_per,Item_5.01,0.005464715,0.001392901,3.923261675,8.83E-05
abs_ret_33_per,Item_5.02,0.000795834,0.000102597,7.756891004,1.01E-14
abs_ret_33_per,Item_5.03,0.000292495,0.000242484,1.206242438,0.227768971
abs_ret_33_per,Item_5.04,4.25E-06,0.001160108,0.003662792,0.997077637
abs_ret_33_per,Item_5.05,0.001859434,0.001127617,1.648994134,0.09919831
abs_ret_33_per,Item_5.06,0.001852709,0.002703853,0.685210617,0.493236041
abs_ret_33_per,Item_5.07,-0.000687605,0.000115491,-5.953770164,2.76E-09
abs_ret_33_per,Item_5.08,-0.00192709,0.001305123,-1.476557425,0.139843907
abs_ret_33_per,Item_7.01,0.002252022,0.000193419,11.64322798,5.12E-31
abs_ret_33_per,Item_8.01,0.002640444,0.000153935,17.15296512,1.67E-64
abs_ret_33_per,Item_9.01,0.001981086,0.000142637,13.88896874,3.15E-43
abs_ret_66_per,Item_1.01,0.003465648,0.000230381,15.0430831,2.80E-50
abs_ret_66_per,Item_1.02,0.002139445,0.000526919,4.06029014,4.96E-05
abs_ret_66_per,Item_1.03,0.035180413,0.008088912,4.349214728,1.39E-05
abs_ret_66_per,Item_1.04,0.000434831,0.002234541,0.194595389,0.84571594
abs_ret_66_per,Item_1.05,0.000952409,0.004365415,0.218171543,0.827302469
abs_ret_66_per,Item_2.01,0.000475143,0.000442837,1.072951578,0.283333628
abs_ret_66_per,Item_2.02,0.021157471,0.000272007,77.78276993,0
abs_ret_66_per,Item_2.03,-0.004126141,0.000288254,-14.31426383,9.14E-46
abs_ret_66_per,Item_2.04,0.001168053,0.001869401,0.624827281,0.532106881
abs_ret_66_per,Item_2.05,0.011345776,0.000989058,11.47129793,3.64E-30
abs_ret_66_per,Item_2.06,0.000262268,0.001637047,0.160208082,0.872722261
abs_ret_66_per,Item_3.01,0.006360707,0.000815189,7.802740157,7.04E-15
abs_ret_66_per,Item_3.02,0.005241399,0.000522224,10.03669021,1.57E-23
abs_ret_66_per,Item_3.03,0.001734709,0.000696345,2.491164074,0.012757876
abs_ret_66_per,Item_4.01,-0.000487919,0.000768658,-0.634767819,0.525602731
abs_ret_66_per,Item_4.02,0.008976737,0.001831891,4.900257011,9.81E-07
abs_ret_66_per,Item_5.01,0.008304495,0.001909694,4.348600948,1.39E-05
abs_ret_66_per,Item_5.02,0.000754538,0.00013258,5.691172615,1.32E-08
abs_ret_66_per,Item_5.03,0.000642624,0.000322234,1.994277265,0.046164461
abs_ret_66_per,Item_5.04,-0.000324959,0.001595829,-0.203630145,0.838649061
abs_ret_66_per,Item_5.05,0.001633305,0.001534198,1.064598645,0.287098085
abs_ret_66_per,Item_5.06,0.003845552,0.003588942,1.071500056,0.283985381
abs_ret_66_per,Item_5.07,-0.000665351,0.000156371,-4.254947882,2.12E-05
abs_ret_66_per,Item_5.08,-0.002285313,0.001800311,-1.269399056,0.204345308
abs_ret_66_per,Item_7.01,0.002471227,0.000229964,10.74615975,1.05E-26
abs_ret_66_per,Item_8.01,0.002790218,0.000187182,14.90646371,2.04E-49
abs_ret_66_per,Item_9.01,0.002160145,0.000175032,12.34146423,1.35E-34
log_retail_2per,Item_1.01,6.07E-06,1.72E-06,3.538560931,0.000405195
log_retail_2per,Item_1.02,-4.93E-06,2.27E-06,-2.166167197,0.030335542
log_retail_2per,Item_1.03,3.31E-05,6.89E-05,0.480837726,0.630648419
log_retail_2per,Item_1.04,-2.02E-05,1.40E-05,-1.442380548,0.149244422
log_retail_2per,Item_1.05,8.57E-06,1.18E-05,0.726789659,0.467381639
log_retail_2per,Item_2.01,2.29E-06,2.16E-06,1.059316431,0.289496031
log_retail_2per,Item_2.02,1.46E-05,1.54E-06,9.462987317,4.12E-21
log_retail_2per,Item_2.03,-9.85E-06,1.86E-06,-5.295101447,1.23E-07
log_retail_2per,Item_2.04,-1.24E-05,8.16E-06,-1.520090286,0.128538129
log_retail_2per,Item_2.05,1.58E-05,5.12E-06,3.092939703,0.001990456
log_retail_2per,Item_2.06,3.71E-06,9.91E-06,0.373892038,0.708497137
log_retail_2per,Item_3.01,-2.71E-05,4.86E-06,-5.571824556,2.62E-08
log_retail_2per,Item_3.02,-3.58E-06,3.33E-06,-1.072469827,0.28354986
log_retail_2per,Item_3.03,-1.22E-05,3.71E-06,-3.282988078,0.001032692
log_retail_2per,Item_4.01,-1.91E-05,3.20E-06,-5.982368816,2.32E-09
log_retail_2per,Item_4.02,-1.23E-05,6.20E-06,-1.984825217,0.04720693
log_retail_2per,Item_5.01,2.47E-05,9.71E-06,2.539084408,0.011137986
log_retail_2per,Item_5.02,-5.12E-06,1.15E-06,-4.445925142,8.90E-06
log_retail_2per,Item_5.03,-3.28E-06,1.74E-06,-1.880906261,0.060030442
log_retail_2per,Item_5.04,1.23E-05,6.54E-06,1.875206203,0.060810267
log_retail_2per,Item_5.05,-2.43E-06,6.35E-06,-0.382162375,0.702353731
log_retail_2per,Item_5.06,-3.20E-05,1.32E-05,-2.420499042,0.015527123
log_retail_2per,Item_5.07,-3.78E-06,1.01E-06,-3.721572624,0.000199699
log_retail_2per,Item_5.08,-2.37E-05,6.90E-06,-3.432716915,0.000601385
log_retail_2per,Item_7.01,1.01E-05,1.29E-06,7.820904609,6.10E-15
log_retail_2per,Item_8.01,1.30E-05,1.19E-06,10.86313846,3.00E-27
log_retail_2per,Item_9.01,5.01E-06,1.62E-06,3.085970607,0.002037633
log_retail_4per,Item_1.01,2.33E-05,3.38E-06,6.879231711,6.59E-12
log_retail_4per,Item_1.02,-1.75E-06,4.93E-06,-0.354156494,0.723233378
log_retail_4per,Item_1.03,0.000141855,0.000147722,0.960286228,0.336947782
log_retail_4per,Item_1.04,-4.23E-05,2.81E-05,-1.506660603,0.131947472
log_retail_4per,Item_1.05,8.55E-06,2.42E-05,0.353588723,0.723658878
log_retail_4per,Item_2.01,-5.26E-06,4.17E-06,-1.261449299,0.207193404
log_retail_4per,Item_2.02,3.98E-05,3.13E-06,12.68698085,1.93E-36
log_retail_4per,Item_2.03,-3.48E-05,3.71E-06,-9.380896666,8.91E-21
log_retail_4per,Item_2.04,-1.51E-05,1.75E-05,-0.864860627,0.387147996
log_retail_4per,Item_2.05,5.09E-05,1.11E-05,4.576521884,4.82E-06
log_retail_4per,Item_2.06,1.90E-05,2.26E-05,0.840651733,0.400574755
log_retail_4per,Item_3.01,-6.27E-05,1.00E-05,-6.267191812,3.92E-10
log_retail_4per,Item_3.02,3.56E-06,7.03E-06,0.505928309,0.61292456
log_retail_4per,Item_3.03,-1.48E-05,7.98E-06,-1.848400858,0.064590888
log_retail_4per,Item_4.01,-4.05E-05,6.45E-06,-6.273181741,3.77E-10
log_retail_4per,Item_4.02,-1.48E-05,1.49E-05,-0.991262668,0.321595149
log_retail_4per,Item_5.01,3.64E-05,1.89E-05,1.926252316,0.054117511
log_retail_4per,Item_5.02,-1.06E-05,1.65E-06,-6.455200581,1.16E-10
log_retail_4per,Item_5.03,-5.54E-06,3.49E-06,-1.588555276,0.112210672
log_retail_4per,Item_5.04,1.70E-05,8.97E-06,1.900437742,0.057420993
log_retail_4per,Item_5.05,-8.13E-06,1.12E-05,-0.725004428,0.468476058
log_retail_4per,Item_5.06,-7.24E-05,2.74E-05,-2.642142391,0.008258569
log_retail_4per,Item_5.07,-9.37E-06,1.28E-06,-7.289698731,3.48E-13
log_retail_4per,Item_5.08,-5.81E-05,1.34E-05,-4.328996498,1.52E-05
log_retail_4per,Item_7.01,2.90E-05,2.73E-06,10.62928338,3.61E-26
log_retail_4per,Item_8.01,3.60E-05,2.54E-06,14.17719664,6.13E-45
log_retail_4per,Item_9.01,1.31E-05,2.78E-06,4.690769751,2.78E-06
log_retail_33per,Item_1.01,0.000404163,2.24E-05,18.02950199,6.59E-71
log_retail_33per,Item_1.02,0.000106403,4.41E-05,2.41050461,0.015958754
log_retail_33per,Item_1.03,0.002010252,0.001073384,1.872817652,0.06113956
log_retail_33per,Item_1.04,-0.000180201,0.0002026,-0.889444411,0.373798038
log_retail_33per,Item_1.05,-0.000236346,0.000193076,-1.224110738,0.220955949
log_retail_33per,Item_2.01,-6.83E-05,3.37E-05,-2.029095539,0.042490265
log_retail_33per,Item_2.02,0.001040754,2.91E-05,35.74977072,3.72E-255
log_retail_33per,Item_2.03,-0.000440272,2.66E-05,-16.53925527,3.44E-60
log_retail_33per,Item_2.04,0.000213594,0.000175909,1.214233685,0.224703734
log_retail_33per,Item_2.05,0.000973029,0.000101274,9.607926983,1.04E-21
log_retail_33per,Item_2.06,-1.73E-05,0.00015011,-0.115291045,0.908218088
log_retail_33per,Item_3.01,0.000238234,8.64E-05,2.75820652,0.005828607
log_retail_33per,Item_3.02,0.000561423,5.97E-05,9.409056058,6.85E-21
log_retail_33per,Item_3.03,9.83E-05,5.83E-05,1.686418958,0.091764341
log_retail_33per,Item_4.01,-4.91E-05,6.21E-05,-0.790636959,0.42918545
log_retail_33per,Item_4.02,0.00042688,0.000163583,2.609567106,0.009086994
log_retail_33per,Item_5.01,0.000704807,0.000189149,3.726189543,0.000196087
log_retail_33per,Item_5.02,2.11E-05,1.08E-05,1.950894016,0.051113653
log_retail_33per,Item_5.03,3.46E-05,2.64E-05,1.308171705,0.19086251
log_retail_33per,Item_5.04,-6.06E-05,6.64E-05,-0.91276538,0.361400662
log_retail_33per,Item_5.05,0.000193878,0.000119897,1.617039165,0.105919584
log_retail_33per,Item_5.06,0.000567903,0.000371236,1.529763234,0.126125243
log_retail_33per,Item_5.07,-5.04E-05,9.55E-06,-5.271549173,1.40E-07
log_retail_33per,Item_5.08,-0.00019915,0.000137119,-1.452384496,0.146444218
log_retail_33per,Item_7.01,0.000160901,2.15E-05,7.495825127,7.49E-14
log_retail_33per,Item_8.01,0.000327906,2.02E-05,16.20314842,6.89E-58
log_retail_33per,Item_9.01,0.000126336,1.78E-05,7.105378044,1.33E-12
log_retail_66per,Item_1.01,0.000783476,4.23E-05,18.51499982,1.41E-74
log_retail_66per,Item_1.02,0.000216773,8.69E-05,2.494676573,0.012632463
log_retail_66per,Item_1.03,0.004168563,0.002319648,1.797066784,0.072372616
log_retail_66per,Item_1.04,-0.000207467,0.000368194,-0.563471627,0.573133712
log_retail_66per,Item_1.05,-0.000159752,0.000369557,-0.432278509,0.665553714
log_retail_66per,Item_2.01,-0.000106199,6.67E-05,-1.591335621,0.111583944
log_retail_66per,Item_2.02,0.00145517,4.68E-05,31.11562651,6.21E-198
log_retail_66per,Item_2.03,-0.000789675,5.20E-05,-15.17201066,4.25E-51
log_retail_66per,Item_2.04,0.000608572,0.000355183,1.713405713,0.086686835
log_retail_66per,Item_2.05,0.001777578,0.000191217,9.296110638,1.96E-20
log_retail_66per,Item_2.06,-5.14E-05,0.00027968,-0.183735355,0.85422695
log_retail_66per,Item_3.01,0.000689022,0.000174996,3.937365854,8.33E-05
log_retail_66per,Item_3.02,0.001243011,0.000118109,10.5242914,1.09E-25
log_retail_66per,Item_3.03,0.000278584,0.000118868,2.343636018,0.019127538
