dv,term,estimate,std.error,statistic,p.value
log_vol_2per,Item_1.01,0.000149734,2.09E-05,7.177212127,7.93E-13
log_vol_2per,Item_1.02,2.87E-05,2.99E-05,0.961444122,0.336365505
log_vol_2per,Item_1.03,0.001377269,0.000615698,2.236922683,0.025325953
log_vol_2per,Item_1.04,-0.000322058,0.000274737,-1.172239359,0.241144933
log_vol_2per,Item_2.01,-9.26E-06,2.46E-05,-0.376551605,0.706519435
log_vol_2per,Item_2.02,0.000176164,2.23E-05,7.909780847,3.02E-15
log_vol_2per,Item_2.03,-0.000229289,2.00E-05,-11.43957883,5.21E-30
log_vol_2per,Item_2.04,-0.00021346,8.38E-05,-2.545796947,0.010926279
log_vol_2per,Item_2.05,0.000188282,5.14E-05,3.663624715,0.000250696
log_vol_2per,Item_2.06,-8.69E-05,0.000105308,-0.824930388,0.40944209
log_vol_2per,Item_3.01,0.000169247,5.67E-05,2.987481083,0.002823617
log_vol_2per,Item_3.02,0.000200658,3.73E-05,5.378624704,7.77E-08
log_vol_2per,Item_3.03,-6.45E-05,3.87E-05,-1.665807935,0.095800985
log_vol_2per,Item_4.01,-5.95E-05,5.09E-05,-1.168252666,0.242748707
log_vol_2per,Item_4.02,7.65E-05,8.47E-05,0.902888773,0.366619167
log_vol_2per,Item_5.01,0.000143502,0.000111144,1.291135603,0.196703645
log_vol_2per,Item_5.02,-5.04E-05,1.19E-05,-4.23281075,2.34E-05
log_vol_2per,Item_5.03,-5.29E-05,2.45E-05,-2.160956888,0.030735928
log_vol_2per,Item_5.04,-6.79E-05,4.21E-05,-1.6136913,0.106644074
log_vol_2per,Item_5.05,-7.42E-05,8.91E-05,-0.832129327,0.405367232
log_vol_2per,Item_5.06,-0.000191859,0.000128108,-1.497639121,0.134276725
log_vol_2per,Item_5.07,-4.19E-05,1.10E-05,-3.828328557,0.000130257
log_vol_2per,Item_5.08,-0.000251324,3.70E-05,-6.796009529,1.17E-11
log_vol_2per,Item_7.01,3.74E-05,1.64E-05,2.282096519,0.022516562
log_vol_2per,Item_8.01,0.000132284,1.69E-05,7.812144614,6.53E-15
log_vol_2per,Item_9.01,9.60E-05,2.43E-05,3.955877599,7.71E-05
log_vol_4per,Item_1.01,0.00033277,4.07E-05,8.183921237,3.29E-16
log_vol_4per,Item_1.02,0.000108361,5.99E-05,1.810364616,0.070286495
log_vol_4per,Item_1.03,0.003848722,0.001245461,3.090198397,0.00200888
log_vol_4per,Item_1.04,-0.000990576,0.000432127,-2.292326772,0.02191934
log_vol_4per,Item_2.01,-6.00E-05,4.63E-05,-1.295718073,0.195119714
log_vol_4per,Item_2.02,0.000367328,4.13E-05,8.883762384,8.29E-19
log_vol_4per,Item_2.03,-0.000543486,3.85E-05,-14.12834798,1.20E-44
log_vol_4per,Item_2.04,-0.000366887,0.000163558,-2.243159718,0.024920851
log_vol_4per,Item_2.05,0.000512471,0.000107018,4.788633786,1.72E-06
log_vol_4per,Item_2.06,-2.32E-05,0.000238417,-0.097405385,0.922407542
log_vol_4per,Item_3.01,0.000276568,0.00010824,2.555133788,0.010637799
log_vol_4per,Item_3.02,0.00041556,7.30E-05,5.694975725,1.29E-08
log_vol_4per,Item_3.03,-7.04E-05,8.53E-05,-0.825570293,0.409078897
log_vol_4per,Item_4.01,-0.000105673,9.53E-05,-1.109092171,0.26743241
log_vol_4per,Item_4.02,0.000107732,0.000153637,0.701214802,0.483194661
log_vol_4per,Item_5.01,0.000347573,0.000231347,1.502391241,0.133045807
log_vol_4per,Item_5.02,-0.000117348,2.26E-05,-5.19057925,2.16E-07
log_vol_4per,Item_5.03,-0.00010984,4.66E-05,-2.358093561,0.018399201
log_vol_4per,Item_5.04,-0.000171506,6.81E-05,-2.516682561,0.011870982
log_vol_4per,Item_5.05,-0.000167487,0.000159528,-1.049891971,0.293807725
log_vol_4per,Item_5.06,-0.000491039,0.000270393,-1.816020068,0.069414416
log_vol_4per,Item_5.07,-0.000107747,1.92E-05,-5.600791503,2.22E-08
log_vol_4per,Item_5.08,-0.000403937,7.93E-05,-5.092514416,3.64E-07
log_vol_4per,Item_7.01,0.000122001,3.18E-05,3.840615586,0.00012392
log_vol_4per,Item_8.01,0.000302278,3.34E-05,9.056279151,1.77E-19
log_vol_4per,Item_9.01,0.000204667,4.62E-05,4.43322192,9.44E-06
log_vol_33per,Item_1.01,0.004204001,0.000233671,17.99111746,1.27E-70
log_vol_33per,Item_1.02,0.002385229,0.000437115,5.4567583,5.03E-08
log_vol_33per,Item_1.03,0.033260954,0.00656396,5.067208526,4.15E-07
log_vol_33per,Item_1.04,-0.004203329,0.003359106,-1.251323848,0.210862452
log_vol_33per,Item_2.01,-5.64E-05,0.000297048,-0.18984371,0.849437672
log_vol_33per,Item_2.02,0.007993,0.000212997,37.52626713,1.54E-278
log_vol_33per,Item_2.03,-0.005106451,0.000243515,-20.96974187,1.86E-94
log_vol_33per,Item_2.04,-0.001280621,0.001147947,-1.11557522,0.264646226
log_vol_33per,Item_2.05,0.005839134,0.000753035,7.754133302,1.03E-14
log_vol_33per,Item_2.06,0.000426947,0.00124615,0.342612451,0.731901376
log_vol_33per,Item_3.01,0.002482074,0.000721053,3.44228988,0.000580533
log_vol_33per,Item_3.02,0.004511681,0.000479339,9.412297135,6.64E-21
log_vol_33per,Item_3.03,-0.000959748,0.000516851,-1.856912803,0.063369842
log_vol_33per,Item_4.01,-0.000444126,0.000679139,-0.653954247,0.513164968
log_vol_33per,Item_4.02,0.003540025,0.001206523,2.934071477,0.003357448
log_vol_33per,Item_5.01,0.001256973,0.001656967,0.758598653,0.448120838
log_vol_33per,Item_5.02,0.00020661,0.000124362,1.661356505,0.09669124
log_vol_33per,Item_5.03,0.000166978,0.000303844,0.549551636,0.582646268
log_vol_33per,Item_5.04,-0.000756052,0.000553062,-1.36703054,0.171664132
log_vol_33per,Item_5.05,-0.002004072,0.001023526,-1.958007428,0.050272874
log_vol_33per,Item_5.06,-0.003432732,0.00706865,-0.48562767,0.627247932
log_vol_33per,Item_5.07,-0.000275608,0.000119339,-2.309460258,0.020949989
log_vol_33per,Item_5.08,-0.001316854,0.000860356,-1.530592625,0.125919926
log_vol_33per,Item_7.01,0.000844911,0.000187585,4.504152678,6.78E-06
log_vol_33per,Item_8.01,0.002647682,0.000186341,14.20878397,3.95E-45
log_vol_33per,Item_9.01,0.001963508,0.000212084,9.258141859,2.79E-20
log_vol_66per,Item_1.01,0.00711715,0.00041649,17.0883945,4.82E-64
log_vol_66per,Item_1.02,0.003821576,0.000770311,4.961079454,7.19E-07
log_vol_66per,Item_1.03,0.058908108,0.014180465,4.154173137,3.31E-05
log_vol_66per,Item_1.04,-0.007837317,0.00697922,-1.122950365,0.261501043
log_vol_66per,Item_2.01,0.000347704,0.000529133,0.657120414,0.511127317
log_vol_66per,Item_2.02,0.011172376,0.000378186,29.54198691,7.80E-180
log_vol_66per,Item_2.03,-0.008332854,0.000426187,-19.55211086,1.03E-82
log_vol_66per,Item_2.04,-0.001679137,0.002271356,-0.739266575,0.459772476
log_vol_66per,Item_2.05,0.009886796,0.001345474,7.348186084,2.26E-13
log_vol_66per,Item_2.06,0.000605488,0.002251626,0.268911676,0.788006391
log_vol_66per,Item_3.01,0.003560264,0.001264711,2.815081692,0.004891509
log_vol_66per,Item_3.02,0.00756291,0.000842546,8.976253368,3.63E-19
log_vol_66per,Item_3.03,-0.001071012,0.000959681,-1.11600779,0.264461043
log_vol_66per,Item_4.01,-0.000752474,0.001221373,-0.616088287,0.537858342
log_vol_66per,Item_4.02,0.007196408,0.002251664,3.196039907,0.001400104
log_vol_66per,Item_5.01,0.005133638,0.003253904,1.577685707,0.114687659
log_vol_66per,Item_5.02,0.000389518,0.000227625,1.711229856,0.087087541
log_vol_66per,Item_5.03,0.001009653,0.000572902,1.762347476,0.078058725
log_vol_66per,Item_5.04,-0.000515599,0.001186436,-0.434578006,0.663883534
log_vol_66per,Item_5.05,-0.001831375,0.001823535,-1.004299425,0.31527259
log_vol_66per,Item_5.06,-0.007013207,0.01017474,-0.689276258,0.490674629
log_vol_66per,Item_5.07,-0.000303923,0.000216387,-1.404532524,0.16020926
log_vol_66per,Item_5.08,-0.002006939,0.00173861,-1.154335219,0.248406217
log_vol_66per,Item_7.01,0.001553409,0.000321077,4.838117208,1.34E-06
log_vol_66per,Item_8.01,0.004749631,0.000334966,14.17944005,5.93E-45
log_vol_66per,Item_9.01,0.002832676,0.000401383,7.057293942,1.88E-12
abs_ret_2_per,Item_1.01,0.001985462,0.000143121,13.87264871,3.93E-43
abs_ret_2_per,Item_1.02,0.000697248,0.000264882,2.632297722,0.008501469
abs_ret_2_per,Item_1.03,0.012596346,0.004663603,2.700989982,0.006931683
abs_ret_2_per,Item_1.04,-0.001001355,0.001693995,-0.591120407,0.55446078
abs_ret_2_per,Item_2.01,-0.000571192,0.000215163,-2.654691414,0.007957894
abs_ret_2_per,Item_2.02,0.007567107,0.000133005,56.8932556,0
abs_ret_2_per,Item_2.03,-0.002929119,0.000158376,-18.49472111,1.99E-74
abs_ret_2_per,Item_2.04,-0.000479005,0.00069797,-0.68628377,0.492559231
abs_ret_2_per,Item_2.05,0.003808396,0.000516492,7.373576351,1.87E-13
abs_ret_2_per,Item_2.06,0.000565382,0.000913104,0.619186778,0.535815527
abs_ret_2_per,Item_3.01,0.00222018,0.000528306,4.202448776,2.68E-05
abs_ret_2_per,Item_3.02,0.002235676,0.000309764,7.217348952,5.92E-13
abs_ret_2_per,Item_3.03,-0.000555587,0.000370281,-1.500446386,0.133548513
abs_ret_2_per,Item_4.01,-0.000163178,0.000545501,-0.299134865,0.764846931
abs_ret_2_per,Item_4.02,0.004143229,0.001078117,3.843023302,0.000122713
abs_ret_2_per,Item_5.01,-0.000795057,0.000917588,-0.866464046,0.386268462
abs_ret_2_per,Item_5.02,-9.34E-05,7.98E-05,-1.170789214,0.241727434
abs_ret_2_per,Item_5.03,-0.00063371,0.000190051,-3.334420039,0.000859671
abs_ret_2_per,Item_5.04,-0.000605904,0.00063817,-0.949438738,0.342433637
abs_ret_2_per,Item_5.05,-0.00033109,0.001093451,-0.302793377,0.762057246
abs_ret_2_per,Item_5.06,-0.006048838,0.002397091,-2.523407694,0.011646553
abs_ret_2_per,Item_5.07,-0.0004131,9.47E-05,-4.363731459,1.30E-05
abs_ret_2_per,Item_5.08,-0.000495063,0.000794783,-0.62289104,0.533378488
abs_ret_2_per,Item_7.01,0.000392616,0.000122191,3.213124526,0.00131955
abs_ret_2_per,Item_8.01,0.00137779,0.000113249,12.16607202,1.11E-33
abs_ret_2_per,Item_9.01,0.001644142,0.000111382,14.76127355,1.65E-48
abs_ret_4_per,Item_1.01,0.002407991,0.000181994,13.23118278,1.92E-39
abs_ret_4_per,Item_1.02,0.000825602,0.000351209,2.350742324,0.018766411
abs_ret_4_per,Item_1.03,0.016732932,0.006783177,2.466828309,0.013657765
abs_ret_4_per,Item_1.04,-0.003531109,0.001455337,-2.42631685,0.0152806
abs_ret_4_per,Item_2.01,-0.000715819,0.000272006,-2.631626513,0.008518262
abs_ret_4_per,Item_2.02,0.010070287,0.000164275,61.30137204,0
abs_ret_4_per,Item_2.03,-0.003258138,0.000202277,-16.10732167,3.05E-57
abs_ret_4_per,Item_2.04,-0.001002911,0.000849534,-1.180542724,0.237828633
abs_ret_4_per,Item_2.05,0.004416515,0.000667445,6.617047928,3.96E-11
abs_ret_4_per,Item_2.06,0.000334651,0.001118544,0.299184232,0.764809268
abs_ret_4_per,Item_3.01,0.002928004,0.000674724,4.339560727,1.45E-05
abs_ret_4_per,Item_3.02,0.002757934,0.000388344,7.101778213,1.37E-12
abs_ret_4_per,Item_3.03,-0.000432593,0.000458575,-0.943343162,0.345541283
abs_ret_4_per,Item_4.01,-0.001705597,0.00064253,-2.654501319,0.007962374
abs_ret_4_per,Item_4.02,0.004522956,0.001344468,3.36412222,0.000772421
abs_ret_4_per,Item_5.01,0.000278186,0.001129961,0.246190373,0.805542822
abs_ret_4_per,Item_5.02,-3.69E-05,0.000100754,-0.366490177,0.714011547
abs_ret_4_per,Item_5.03,-0.000885311,0.000238028,-3.719363117,0.000201448
abs_ret_4_per,Item_5.04,-0.001044791,0.000734694,-1.422076521,0.155053138
abs_ret_4_per,Item_5.05,-0.002119743,0.001263021,-1.678310861,0.09333562
abs_ret_4_per,Item_5.06,-0.006324719,0.005552459,-1.139084381,0.254710916
abs_ret_4_per,Item_5.07,-0.000614751,0.000114278,-5.379441623,7.74E-08
abs_ret_4_per,Item_5.08,-0.001379784,0.000892218,-1.546464689,0.122042199
abs_ret_4_per,Item_7.01,0.000473543,0.000148381,3.19140359,0.001422729
abs_ret_4_per,Item_8.01,0.00151032,0.000135041,11.18413431,9.04E-29
abs_ret_4_per,Item_9.01,0.002130022,0.000137287,15.51508285,2.58E-53
abs_ret_33_per,Item_1.01,0.004907344,0.000342762,14.31707236,8.79E-46
abs_ret_33_per,Item_1.02,0.001987958,0.000679747,2.924554814,0.003461697
abs_ret_33_per,Item_1.03,0.050729719,0.005667607,8.950818094,4.56E-19
abs_ret_33_per,Item_1.04,-0.002435522,0.005267275,-0.462387468,0.643819329
abs_ret_33_per,Item_2.01,0.000357326,0.000581483,0.614509032,0.538901027
abs_ret_33_per,Item_2.02,0.020248153,0.000274281,73.82268849,0
abs_ret_33_per,Item_2.03,-0.006207931,0.000391005,-15.8768749,1.07E-55
abs_ret_33_per,Item_2.04,-0.003359971,0.001651991,-2.033891513,0.042004025
abs_ret_33_per,Item_2.05,0.009852577,0.001172462,8.403324289,5.30E-17
abs_ret_33_per,Item_2.06,0.000977616,0.002153739,0.45391561,0.649905083
abs_ret_33_per,Item_3.01,0.006885622,0.001296045,5.312794322,1.12E-07
abs_ret_33_per,Item_3.02,0.004530132,0.000747603,6.059538996,1.44E-09
abs_ret_33_per,Item_3.03,0.000426065,0.000975585,0.436727325,0.662323962
abs_ret_33_per,Item_4.01,0.001036328,0.001537944,0.673839877,0.50043765
abs_ret_33_per,Item_4.02,0.00929754,0.002533359,3.670043707,0.000244498
abs_ret_33_per,Item_5.01,0.002073524,0.002579096,0.803973146,0.421442585
abs_ret_33_per,Item_5.02,0.000371576,0.000193846,1.91686494,0.055299929
abs_ret_33_per,Item_5.03,0.000353236,0.000511017,0.691240389,0.489439759
abs_ret_33_per,Item_5.04,-0.00063757,0.001587518,-0.401614258,0.687981452
abs_ret_33_per,Item_5.05,0.000966792,0.002878115,0.335911356,0.736948813
abs_ret_33_per,Item_5.06,0.022126126,0.01274653,1.735854871,0.082638014
abs_ret_33_per,Item_5.07,-0.000810728,0.000251716,-3.220803385,0.001284761
abs_ret_33_per,Item_5.08,-0.001075243,0.002038284,-0.527523638,0.597848439
abs_ret_33_per,Item_7.01,0.001238609,0.000254112,4.874268241,1.12E-06
abs_ret_33_per,Item_8.01,0.002676634,0.00022431,11.93275092,1.77E-32
abs_ret_33_per,Item_9.01,0.00347986,0.000228753,15.21230623,2.34E-51
abs_ret_66_per,Item_1.01,0.005008157,0.000438576,11.41914452,6.56E-30
abs_ret_66_per,Item_1.02,0.002146113,0.00089102,2.40860294,0.016042023
abs_ret_66_per,Item_1.03,0.064145935,0.010462614,6.130966466,9.26E-10
abs_ret_66_per,Item_1.04,-0.001387049,0.007457192,-0.186001475,0.852449547
abs_ret_66_per,Item_2.01,0.001346561,0.000733994,1.834567931,0.066616507
abs_ret_66_per,Item_2.02,0.02157573,0.000317493,67.95662987,0
abs_ret_66_per,Item_2.03,-0.00709216,0.000512241,-13.84536099,5.69E-43
abs_ret_66_per,Item_2.04,-0.00526423,0.002380078,-2.211788397,0.027016774
abs_ret_66_per,Item_2.05,0.012130615,0.001610989,7.529916745,5.78E-14
abs_ret_66_per,Item_2.06,0.001489937,0.00306398,0.486274937,0.626789032
abs_ret_66_per,Item_3.01,0.008571716,0.001747452,4.905265323,9.56E-07
abs_ret_66_per,Item_3.02,0.005783011,0.000978673,5.90903599,3.62E-09
abs_ret_66_per,Item_3.03,0.001538593,0.001256287,1.224714848,0.220728122
abs_ret_66_per,Item_4.01,0.001420949,0.001975851,0.719157928,0.472070091
abs_ret_66_per,Item_4.02,0.014047708,0.003286061,4.274938126,1.94E-05
abs_ret_66_per,Item_5.01,0.007277332,0.003798049,1.916071019,0.05540092
abs_ret_66_per,Item_5.02,0.0001625,0.000248356,0.654302196,0.512940835
abs_ret_66_per,Item_5.03,0.00038659,0.000692514,0.558241105,0.576699444
abs_ret_66_per,Item_5.04,0.000809853,0.002320264,0.349034981,0.727074625
abs_ret_66_per,Item_5.05,0.000398507,0.003690189,0.107990818,0.914006388
abs_ret_66_per,Item_5.06,0.007759109,0.017821974,0.435367563,0.663310453
abs_ret_66_per,Item_5.07,-0.001052405,0.000342098,-3.076322932,0.002104629
abs_ret_66_per,Item_5.08,0.000899851,0.002746865,0.32759196,0.743231005
abs_ret_66_per,Item_7.01,0.001408356,0.000299794,4.697743718,2.69E-06
abs_ret_66_per,Item_8.01,0.002901965,0.000268708,10.79968616,5.92E-27
abs_ret_66_per,Item_9.01,0.003767313,0.000276169,13.64135501,8.79E-42
log_retail_2per,Item_1.01,9.15E-06,2.78E-06,3.288060789,0.001014294
log_retail_2per,Item_1.02,-7.48E-06,3.93E-06,-1.904582339,0.056879576
log_retail_2per,Item_1.03,0.000449855,0.000346058,1.299942144,0.193668035
log_retail_2per,Item_1.04,-9.96E-05,3.38E-05,-2.947620414,0.003213969
log_retail_2per,Item_2.01,-6.25E-07,3.40E-06,-0.184048588,0.853981222
log_retail_2per,Item_2.02,1.27E-05,2.25E-06,5.638207764,1.79E-08
log_retail_2per,Item_2.03,-1.08E-05,3.06E-06,-3.518023662,0.000437819
log_retail_2per,Item_2.04,-2.17E-05,8.89E-06,-2.446080901,0.014468837
log_retail_2per,Item_2.05,1.66E-05,7.57E-06,2.186464828,0.02881803
log_retail_2per,Item_2.06,-1.40E-05,1.70E-05,-0.826644699,0.408469568
log_retail_2per,Item_3.01,-1.16E-05,1.01E-05,-1.147085822,0.251389419
log_retail_2per,Item_3.02,3.56E-07,5.80E-06,0.061505665,0.95095844
log_retail_2per,Item_3.03,-1.54E-05,7.16E-06,-2.150659032,0.031540792
log_retail_2per,Item_4.01,-1.42E-05,7.89E-06,-1.805057915,0.071113022
log_retail_2per,Item_4.02,-1.50E-05,9.92E-06,-1.515066373,0.129805424
log_retail_2per,Item_5.01,3.56E-05,2.14E-05,1.66821143,0.09532312
log_retail_2per,Item_5.02,-2.42E-06,1.47E-06,-1.63802928,0.101465186
log_retail_2per,Item_5.03,-5.00E-06,3.36E-06,-1.486249923,0.137262727
log_retail_2per,Item_5.04,1.86E-05,9.64E-06,1.926095259,0.054137119
log_retail_2per,Item_5.05,1.36E-05,1.75E-05,0.780083444,0.435370868
log_retail_2per,Item_5.06,6.09E-06,2.41E-05,0.252956045,0.800310377
log_retail_2per,Item_5.07,-4.46E-06,1.58E-06,-2.818925042,0.004833409
log_retail_2per,Item_5.08,-3.22E-05,8.80E-06,-3.656148834,0.000258105
log_retail_2per,Item_7.01,9.44E-06,1.77E-06,5.333503583,9.97E-08
log_retail_2per,Item_8.01,1.45E-05,1.82E-06,7.918379646,2.82E-15
log_retail_2per,Item_9.01,7.41E-06,2.54E-06,2.920952618,0.003501931
log_retail_4per,Item_1.01,3.22E-05,5.98E-06,5.389808209,7.31E-08
log_retail_4per,Item_1.02,-5.13E-06,8.80E-06,-0.582795155,0.560051924
log_retail_4per,Item_1.03,0.000447896,0.000382555,1.170801497,0.241722559
log_retail_4per,Item_1.04,-0.000194887,6.15E-05,-3.16894735,0.001537191
log_retail_4per,Item_2.01,-1.13E-05,6.87E-06,-1.649229961,0.099150051
log_retail_4per,Item_2.02,3.46E-05,4.31E-06,8.042198033,1.04E-15
log_retail_4per,Item_2.03,-4.32E-05,6.33E-06,-6.81935274,9.99E-12
log_retail_4per,Item_2.04,-4.70E-05,1.74E-05,-2.700126704,0.006949701
log_retail_4per,Item_2.05,4.22E-05,1.54E-05,2.733108165,0.006291364
log_retail_4per,Item_2.06,-1.62E-05,4.00E-05,-0.405077743,0.685434026
log_retail_4per,Item_3.01,-2.89E-05,2.14E-05,-1.346785662,0.178097391
log_retail_4per,Item_3.02,1.55E-05,1.28E-05,1.211793468,0.225636588
log_retail_4per,Item_3.03,-1.97E-05,1.59E-05,-1.233404444,0.217470611
log_retail_4per,Item_4.01,-3.12E-05,1.51E-05,-2.067969999,0.038683292
log_retail_4per,Item_4.02,-1.34E-05,2.58E-05,-0.520878234,0.602469781
log_retail_4per,Item_5.01,4.67E-05,3.74E-05,1.247871517,0.212124177
log_retail_4per,Item_5.02,-7.54E-06,2.80E-06,-2.692185984,0.007117174
log_retail_4per,Item_5.03,-1.27E-05,6.79E-06,-1.863298691,0.062466435
log_retail_4per,Item_5.04,1.99E-05,1.12E-05,1.779982288,0.075126719
log_retail_4per,Item_5.05,2.02E-05,2.78E-05,0.727065002,0.467212969
log_retail_4per,Item_5.06,-7.32E-06,4.26E-05,-0.171679724,0.863694803
log_retail_4per,Item_5.07,-1.27E-05,2.93E-06,-4.324459967,1.55E-05
log_retail_4per,Item_5.08,-6.13E-05,2.13E-05,-2.882828251,0.003954469
log_retail_4per,Item_7.01,2.69E-05,3.69E-06,7.283745639,3.64E-13
log_retail_4per,Item_8.01,3.91E-05,3.85E-06,10.14877451,5.12E-24
log_retail_4per,Item_9.01,1.97E-05,4.57E-06,4.322735059,1.56E-05
log_retail_33per,Item_1.01,0.000508575,4.12E-05,12.33662033,1.43E-34
log_retail_33per,Item_1.02,0.000232212,7.94E-05,2.925117521,0.003455471
log_retail_33per,Item_1.03,0.004665634,0.001887164,2.472299458,0.013450754
log_retail_33per,Item_1.04,-0.001673843,0.000478668,-3.496874273,0.00047397
log_retail_33per,Item_2.01,-5.66E-05,5.29E-05,-1.069509379,0.284880928
log_retail_33per,Item_2.02,0.001032573,3.35E-05,30.79273802,3.66E-194
log_retail_33per,Item_2.03,-0.00061796,4.40E-05,-14.04594904,3.73E-44
log_retail_33per,Item_2.04,-5.86E-05,0.000239071,-0.245133661,0.806360875
log_retail_33per,Item_2.05,0.000908063,0.000159218,5.703278029,1.23E-08
log_retail_33per,Item_2.06,8.33E-05,0.000256838,0.324406005,0.745641378
log_retail_33per,Item_3.01,0.000242146,0.000164151,1.475139486,0.140224711
log_retail_33per,Item_3.02,0.000651132,9.93E-05,6.554649745,6.02E-11
log_retail_33per,Item_3.03,6.64E-06,0.000103674,0.064085467,0.948904195
log_retail_33per,Item_4.01,-0.000152337,0.000130838,-1.16432206,0.244337337
log_retail_33per,Item_4.02,0.000539063,0.000252244,2.137070794,0.032630396
log_retail_33per,Item_5.01,0.000266084,0.000298928,0.890124858,0.373432627
log_retail_33per,Item_5.02,8.53E-06,2.06E-05,0.414839836,0.678273194
log_retail_33per,Item_5.03,2.18E-05,5.03E-05,0.433957698,0.664333928
log_retail_33per,Item_5.04,-6.35E-05,5.78E-05,-1.099375368,0.271646121
log_retail_33per,Item_5.05,-0.000383788,0.000136039,-2.821162052,0.004799883
log_retail_33per,Item_5.06,0.001283721,0.00233722,0.549251382,0.582852294
log_retail_33per,Item_5.07,-4.46E-05,2.28E-05,-1.958045653,0.050268457
log_retail_33per,Item_5.08,-0.000238647,0.000204267,-1.16830997,0.242725692
log_retail_33per,Item_7.01,8.39E-05,2.91E-05,2.881266198,0.003974104
log_retail_33per,Item_8.01,0.000312278,2.93E-05,10.65761818,2.68E-26
log_retail_33per,Item_9.01,0.00024559,2.80E-05,8.77236543,2.22E-18
log_retail_66per,Item_1.01,0.000917963,7.58E-05,12.1025193,2.38E-33
log_retail_66per,Item_1.02,0.000462861,0.000160864,2.877338799,0.004023847
log_retail_66per,Item_1.03,0.008128059,0.003968271,2.048262159,0.040575436
log_retail_66per,Item_1.04,-0.002211668,0.000934156,-2.367558828,0.017935736
log_retail_66per,Item_2.01,-2.85E-05,0.000103324,-0.275930116,0.78261074
log_retail_66per,Item_2.02,0.001438942,5.61E-05,25.6343261,5.57E-138
log_retail_66per,Item_2.03,-0.001063972,8.38E-05,-12.69945832,1.65E-36
log_retail_66per,Item_2.04,0.000135559,0.000534827,0.253463543,0.799918253
log_retail_66per,Item_2.05,0.001613849,0.000299241,5.393147517,7.17E-08
log_retail_66per,Item_2.06,0.000203285,0.000473831,0.429025144,0.667919511
log_retail_66per,Item_3.01,0.000520539,0.000304448,1.709782035,0.087355141
log_retail_66per,Item_3.02,0.001289,0.000192466,6.697286191,2.31E-11
log_retail_66per,Item_3.03,0.000270096,0.000210275,1.2844877,0.199018318
log_retail_66per,Item_4.01,5.71E-05,0.000265652,0.214980016,0.829789817
log_retail_66per,Item_4.02,0.001038791,0.000475484,2.184701214,0.028947272
